Customer_names,Brand,Model,Engine_size,Fuel_type,Year_of_manufacture,Mileage,Price,purchase_place
Ravi Bhatia,Tata,Nexon,1.6,Petrol,2002,101764,4844,Basavanagudi
Vivek Nair,Honda,i20,2,Petrol,1993,211324,1207,Rajajinagar
Meera Patel,Maruti,Nexon,1,Petrol,1990,92209,2605,Koramangala
Arjun Nair,Mahindra,i20,2,Diesel,1996,152859,3784,Malleswaram
Aishwarya Iyer,Kia,Baleno,1.8,Diesel,1997,150035,3717,Whitefield
Divya Mehta,Toyota,Seltos,1.2,Petrol,1998,104289,3073,Whitefield
Ajay Verma,Toyota,Swift,1.2,Petrol,2017,38681,20619,Basavanagudi
Shalini Kumar,Toyota,i20,4,Petrol,1993,268508,2842,Rajajinagar
Kavya Iyer,Mahindra,Harrier,2.6,Petrol,1985,262790,1126,Basavanagudi
Pooja Singh,Mahindra,i20,3.5,Diesel,2016,70329,53267,Whitefield
Pooja Iyer,Tata,Harrier,1.6,Diesel,1987,178811,1493,Jayanagar
Neha Gupta,Honda,Creta,1.4,Hybrid,2005,153011,4338,Koramangala
Meera Reddy,Tata,Innova,4.4,Petrol,2012,68781,55432,Indiranagar
Suresh Pillai,Maruti,Innova,1.4,Hybrid,2015,36741,29242,Yelahanka
Ravi Mishra,Toyota,Harrier,2,Diesel,2008,125999,9885,Koramangala
Kavya Gupta,Toyota,Nexon,2.4,Diesel,2018,30260,47435,HSR Layout
Shalini Nair,Kia,Nexon,2,Petrol,2013,55966,15445,Jayanagar
Divya Nair,Tata,Thar,1.6,Diesel,2008,80012,10515,Basavanagudi
Neha Bhatia,Mahindra,Harrier,2,Petrol,2014,33395,18946,Basavanagudi
Pooja Singh,Toyota,Swift,1.6,Diesel,2017,50462,27447,Koramangala
Ajay Sharma,Mahindra,Baleno,1,Petrol,2011,93871,8338,Whitefield
Manoj Rao,Maruti,City,2.4,Petrol,2021,15993,56902,Basavanagudi
Arjun Dutta,Kia,Innova,1.8,Diesel,1996,133093,3378,Rajajinagar
Rohit Mishra,Honda,Baleno,1,Petrol,2016,37017,14601,HSR Layout
Deepak Mehta,Toyota,Nexon,1.8,Hybrid,2002,69103,11370,HSR Layout
Ajay Nair,Tata,City,1.4,Hybrid,2005,83189,8559,Malleswaram
Vivek Dutta,Hyundai,City,2,Petrol,1989,349955,251,Whitefield
Kiran Choudhary,Hyundai,Swift,2,Petrol,2002,103021,7581,Indiranagar
Kiran Kumar,Tata,Thar,3,Petrol,2000,110398,18109,Hebbal
Neha Bhatia,Toyota,Creta,1.6,Diesel,2001,176965,3686,Jayanagar
Shalini Reddy,Honda,Baleno,2,Diesel,2005,83452,11713,Indiranagar
Meera Rao,Maruti,Harrier,1.2,Petrol,2005,101029,5019,Whitefield
Ravi Singh,Tata,Creta,1,Petrol,2002,159285,2375,Yelahanka
Suresh Reddy,Tata,i20,4.4,Petrol,1989,191587,4589,Jayanagar
Neha Patel,Kia,City,1.8,Hybrid,1994,155572,3482,Malleswaram
Aishwarya Dutta,Toyota,Swift,4,Petrol,2005,129771,16880,Whitefield
Kavya Sharma,Hyundai,Innova,2,Petrol,2010,87754,17606,Rajajinagar
Ananya Pillai,Tata,Nexon,2,Petrol,2014,75889,22576,HSR Layout
Ananya Menon,Tata,Nexon,2,Diesel,1997,88673,6623,Indiranagar
Neha Menon,Maruti,i20,4.4,Petrol,2002,165563,13642,Koramangala
Ravi Patel,Mahindra,Baleno,2.2,Petrol,2017,31731,42245,Koramangala
Manoj Mehta,Mahindra,Nexon,1.4,Diesel,2018,27160,31531,Malleswaram
Pooja Menon,Tata,Nexon,1,Hybrid,1995,92226,4529,Jayanagar
Suresh Menon,Toyota,i20,1.6,Petrol,2018,37318,25657,Hebbal
Shalini Iyer,Maruti,Harrier,2.4,Petrol,2002,188486,4593,Jayanagar
Priya Singh,Kia,Seltos,1,Hybrid,2006,117306,7833,Whitefield
Rohit Verma,Hyundai,Baleno,2,Petrol,1998,138677,5890,Jayanagar
Sneha Mehta,Kia,Thar,1.4,Petrol,2004,143250,5558,HSR Layout
Rohit Krishnan,Kia,Innova,1.4,Petrol,2011,94326,8716,Indiranagar
Rohit Pillai,Kia,Seltos,1.8,Diesel,1997,120963,4683,Jayanagar
Divya Deshmukh,Honda,Seltos,1.2,Petrol,1991,217113,876,Indiranagar
Sanjay Deshmukh,Honda,Innova,1.8,Diesel,2018,17401,39877,Basavanagudi
Deepak Mishra,Honda,Creta,1,Petrol,2002,161551,2392,Rajajinagar
Deepak Reddy,Maruti,Nexon,1.4,Petrol,2010,97511,7763,Indiranagar
Priya Nair,Tata,Innova,2.6,Petrol,2022,6875,95123,Koramangala
Vivek Mishra,Mahindra,Baleno,1.4,Hybrid,2005,98462,9979,Koramangala
Pooja Mehta,Hyundai,Nexon,1.4,Petrol,2012,46386,14480,Whitefield
Kiran Nair,Kia,Swift,1.2,Petrol,2003,124092,3691,Rajajinagar
Suresh Sharma,Honda,Thar,2.4,Diesel,2001,69661,11952,Whitefield
Meera Bhatia,Toyota,Harrier,2,Diesel,2011,57551,16673,Whitefield
Ajay Gupta,Toyota,Creta,5,Petrol,1996,207772,6765,HSR Layout
Shalini Joshi,Mahindra,Thar,2,Petrol,1999,116564,4710,Jayanagar
Manoj Krishnan,Maruti,Seltos,2.2,Hybrid,2007,136832,12533,Basavanagudi
Arjun Deshmukh,Mahindra,Harrier,1.4,Petrol,2003,131371,4587,Yelahanka
Manoj Gupta,Hyundai,Baleno,3,Petrol,2012,82514,49317,Hebbal
Kiran Mehta,Tata,Baleno,1,Hybrid,2011,102812,12187,HSR Layout
Vivek Rao,Maruti,i20,1,Petrol,2011,67274,8653,Yelahanka
Ravi Patel,Mahindra,Swift,1.4,Hybrid,1994,166500,2156,Basavanagudi
Manoj Kumar,Mahindra,Swift,1,Petrol,2006,92705,6024,Basavanagudi
Sanjay Kumar,Hyundai,City,2,Diesel,2018,35333,37981,Koramangala
Sneha Choudhary,Hyundai,Harrier,3,Diesel,1992,147152,4117,Yelahanka
Ananya Singh,Toyota,Creta,2,Diesel,1991,210826,1559,HSR Layout
Kavya Reddy,Maruti,Baleno,1.4,Diesel,2015,6966,24418,Koramangala
Arjun Mehta,Hyundai,Thar,1,Hybrid,2012,34984,20444,Indiranagar
Ananya Bhatia,Hyundai,Innova,1.6,Petrol,2009,103252,7641,Koramangala
Ananya Mishra,Kia,Creta,1.8,Hybrid,2004,110362,9694,Koramangala
Rohit Joshi,Hyundai,City,1.4,Petrol,2010,76493,9003,Malleswaram
Sneha Dutta,Toyota,Innova,1.4,Diesel,1997,122655,4077,HSR Layout
Shalini Mishra,Mahindra,Swift,1,Petrol,2006,115664,5084,Hebbal
Aishwarya Kumar,Kia,Creta,1.4,Petrol,2002,126595,3658,Malleswaram
Divya Reddy,Toyota,Harrier,1,Petrol,2015,37355,13632,Malleswaram
Shalini Singh,Mahindra,Thar,2.4,Hybrid,2014,45175,40018,Koramangala
Aishwarya Krishnan,Kia,City,1.4,Diesel,2004,152768,4333,Yelahanka
Suresh Choudhary,Mahindra,Innova,4,Petrol,2013,60980,59466,HSR Layout
Aishwarya Pillai,Hyundai,City,1.8,Petrol,2003,170897,5467,Jayanagar
Ananya Choudhary,Hyundai,Seltos,2,Petrol,2017,46562,36868,HSR Layout
Sneha Deshmukh,Hyundai,Thar,1.4,Petrol,2008,76688,8075,HSR Layout
Sneha Bhatia,Maruti,Nexon,1.8,Petrol,1986,235589,814,Rajajinagar
Priya Nair,Mahindra,Swift,2,Hybrid,1989,217136,1815,Hebbal
Pooja Kumar,Honda,Nexon,3,Petrol,2012,65561,55314,Yelahanka
Deepak Menon,Honda,i20,3.5,Petrol,2014,73244,64859,Jayanagar
Meera Patel,Toyota,Creta,2,Hybrid,2008,19764,28379,Rajajinagar
Shalini Joshi,Tata,City,1.2,Petrol,2020,25764,22286,Hebbal
Neha Dutta,Honda,Innova,1.2,Petrol,2004,81119,5554,Malleswaram
Deepak Pillai,Tata,Harrier,1.6,Diesel,1985,151099,1323,Malleswaram
Suresh Gupta,Hyundai,Thar,1.4,Diesel,2017,42857,28423,Rajajinagar
Arjun Krishnan,Toyota,Swift,1.4,Diesel,2018,27371,31494,Jayanagar
Kavya Sharma,Toyota,Nexon,2.4,Hybrid,2015,53545,40610,Hebbal
Shalini Nair,Honda,Thar,2.2,Hybrid,1991,201318,2504,HSR Layout
Deepak Bhatia,Honda,Creta,1.8,Petrol,2009,119242,10152,Basavanagudi
Deepak Reddy,Toyota,Nexon,2,Petrol,2005,84672,11660,Yelahanka
Kavya Menon,Honda,Innova,2.2,Hybrid,2004,132536,10617,Whitefield
Meera Pillai,Toyota,Seltos,4,Petrol,2003,167220,13711,HSR Layout
Shalini Verma,Hyundai,City,1.2,Petrol,1994,55623,3811,Koramangala
Sneha Dutta,Tata,City,2.2,Hybrid,1989,165226,2991,Basavanagudi
Neha Choudhary,Honda,Creta,1.6,Diesel,2020,16203,29235,Whitefield
Meera Reddy,Hyundai,Swift,2.4,Hybrid,2018,42965,52955,Jayanagar
Kiran Kumar,Maruti,Innova,1.6,Petrol,2020,18782,40607,Malleswaram
Priya Pillai,Toyota,Baleno,1.4,Petrol,2007,144268,6734,Malleswaram
Ajay Rao,Hyundai,Swift,1,Petrol,2007,106219,5835,Yelahanka
Kiran Kumar,Kia,Nexon,1.4,Petrol,1989,202551,836,Whitefield
Rohit Nair,Toyota,Creta,1.4,Hybrid,2011,46302,21144,Indiranagar
Shalini Joshi,Honda,Nexon,2,Diesel,1994,180635,2481,Hebbal
Deepak Nair,Toyota,Baleno,1.4,Petrol,2017,30633,22195,HSR Layout
Ajay Rao,Maruti,i20,1.4,Petrol,2009,44783,10340,Malleswaram
Priya Patel,Kia,Harrier,1.4,Hybrid,2014,57314,18540,Whitefield
Rohit Singh,Hyundai,City,1.6,Diesel,2018,24576,36136,Basavanagudi
Kiran Choudhary,Mahindra,Thar,1,Petrol,2007,107805,4980,Rajajinagar
Manoj Krishnan,Tata,Harrier,1,Petrol,1994,57981,2960,Whitefield
Neha Singh,Tata,i20,1,Hybrid,1993,196467,1317,Whitefield
Vivek Patel,Kia,Creta,2.2,Hybrid,2018,33651,53588,Yelahanka
Aishwarya Joshi,Honda,i20,1,Petrol,2002,104869,3647,Malleswaram
Meera Iyer,Kia,Harrier,1.2,Hybrid,1991,238577,865,HSR Layout
Rohit Singh,Tata,Thar,2,Diesel,2004,181101,4081,Koramangala
Vivek Bhatia,Hyundai,Harrier,2.2,Hybrid,1997,98631,8615,Malleswaram
Sneha Gupta,Mahindra,Baleno,1.6,Diesel,2003,120301,6995,Malleswaram
Sanjay Mehta,Honda,Innova,2.4,Hybrid,2001,80359,13375,Malleswaram
Meera Pillai,Honda,Seltos,1.6,Petrol,2012,84114,15129,Basavanagudi
Meera Deshmukh,Toyota,Nexon,1.4,Petrol,1994,105303,3830,Indiranagar
Ajay Nair,Hyundai,Baleno,1,Petrol,1993,160381,1291,Malleswaram
Ananya Mehta,Maruti,Seltos,1,Hybrid,2003,85744,8084,Indiranagar
Priya Verma,Honda,i20,1.2,Petrol,2016,50540,14733,Indiranagar
Deepak Iyer,Tata,Seltos,1.2,Petrol,2016,53646,14829,Jayanagar
Neha Verma,Tata,Baleno,1,Petrol,2004,92425,4562,Indiranagar
Neha Mehta,Kia,City,1.2,Petrol,2001,148573,2728,Rajajinagar
Suresh Choudhary,Honda,Swift,1.4,Hybrid,2009,70458,12190,Rajajinagar
Meera Sharma,Mahindra,Nexon,1,Hybrid,2012,71343,15664,Rajajinagar
Manoj Menon,Kia,Nexon,1.4,Hybrid,2009,90283,10630,Malleswaram
Divya Nair,Kia,Baleno,1.4,Petrol,2016,27412,26244,Basavanagudi
Rohit Mehta,Honda,i20,2,Hybrid,2004,125216,10721,Hebbal
Sanjay Patel,Mahindra,Thar,1.8,Hybrid,1999,117327,6589,Whitefield
Manoj Bhatia,Toyota,i20,1,Petrol,2019,18508,22943,Jayanagar
Ajay Patel,Hyundai,Harrier,1.8,Diesel,1989,147991,1879,HSR Layout
Sneha Gupta,Maruti,Baleno,2.2,Petrol,2004,144111,7295,Hebbal
Ravi Rao,Mahindra,City,4.4,Petrol,2014,41865,75138,Basavanagudi
Manoj Choudhary,Mahindra,i20,2.4,Petrol,1991,192824,2124,Whitefield
Pooja Patel,Honda,Baleno,1.4,Petrol,1987,195214,1092,Hebbal
Deepak Rao,Toyota,Innova,1.4,Petrol,2016,46588,19862,Basavanagudi
Shalini Mishra,Toyota,Seltos,1,Petrol,2006,85973,5457,Hebbal
Shalini Verma,Mahindra,Swift,1.6,Diesel,2010,91382,11093,Indiranagar
Sanjay Kumar,Maruti,Thar,1,Hybrid,2000,161304,3692,Yelahanka
Priya Bhatia,Mahindra,City,1.8,Petrol,1992,187618,1566,HSR Layout
Manoj Dutta,Maruti,City,1.4,Diesel,2014,49020,21210,Hebbal
Ravi Dutta,Kia,Thar,1.8,Diesel,2019,5113,45485,Koramangala
Divya Krishnan,Hyundai,Swift,2,Diesel,2000,115422,7357,Yelahanka
Kiran Kumar,Kia,Innova,1.4,Petrol,2016,29795,26127,Rajajinagar
Divya Pillai,Kia,Harrier,1.4,Petrol,2005,105622,5241,Basavanagudi
Aishwarya Gupta,Kia,Nexon,2,Petrol,1997,157198,3550,Whitefield
Rohit Nair,Kia,Creta,1.4,Hybrid,1991,212445,1184,Jayanagar
Aishwarya Reddy,Honda,Creta,1.8,Hybrid,2011,56942,26363,Whitefield
Deepak Joshi,Tata,Creta,4,Petrol,2002,110258,20219,Indiranagar
Vivek Joshi,Honda,Harrier,1.4,Diesel,2007,164600,3939,Indiranagar
Sanjay Singh,Hyundai,Baleno,1.2,Diesel,2015,24557,20561,Indiranagar
Sneha Rao,Toyota,Swift,1.4,Petrol,1998,198314,1581,HSR Layout
Shalini Sharma,Hyundai,Seltos,2,Petrol,2015,40974,19363,Indiranagar
Sneha Deshmukh,Hyundai,Harrier,2.2,Hybrid,1995,117739,6537,Indiranagar
Kiran Singh,Hyundai,Harrier,2,Hybrid,2008,108172,12944,Basavanagudi
Sneha Gupta,Maruti,Baleno,1.4,Diesel,1994,137798,2116,Indiranagar
Priya Rao,Hyundai,Creta,1.8,Hybrid,2019,37551,43083,Malleswaram
Sneha Reddy,Kia,Creta,1.2,Hybrid,2000,150323,3406,Whitefield
Rohit Reddy,Kia,Nexon,1,Hybrid,2018,16136,33917,Indiranagar
Suresh Menon,Mahindra,Nexon,1.4,Diesel,1995,45494,6452,Yelahanka
Sanjay Nair,Kia,Thar,1.8,Diesel,2002,108185,7202,Koramangala
Divya Bhatia,Maruti,Thar,1.4,Hybrid,2003,90529,7113,Koramangala
Arjun Krishnan,Honda,Seltos,1.4,Petrol,2011,60490,10985,Koramangala
Deepak Deshmukh,Hyundai,Innova,2.4,Diesel,2004,155491,7654,HSR Layout
Kiran Mishra,Kia,Innova,2,Diesel,1994,154104,3103,Koramangala
Divya Mishra,Hyundai,Baleno,2.2,Hybrid,1994,246038,2043,Indiranagar
Sneha Mehta,Maruti,City,1.2,Petrol,2020,20939,22894,Yelahanka
Ravi Dutta,Toyota,i20,3.5,Diesel,2011,105898,29685,Koramangala
Ajay Iyer,Kia,Nexon,1.6,Petrol,1998,200802,1654,Yelahanka
Aishwarya Menon,Mahindra,Thar,1.8,Hybrid,1995,195529,2648,Indiranagar
Pooja Bhatia,Mahindra,Nexon,1.8,Diesel,2005,58936,10509,Yelahanka
Manoj Menon,Hyundai,Harrier,1.6,Petrol,2012,62151,12419,Yelahanka
Ananya Gupta,Kia,Seltos,1,Petrol,2002,148087,2604,Hebbal
Suresh Deshmukh,Hyundai,Baleno,2,Petrol,2000,131899,5571,Basavanagudi
Kiran Rao,Maruti,Thar,1.4,Diesel,2009,70045,14021,Basavanagudi
Arjun Krishnan,Mahindra,i20,4,Petrol,1990,226417,3431,Koramangala
Manoj Patel,Honda,Baleno,1.4,Petrol,1998,192300,2355,Yelahanka
Sanjay Mehta,Kia,i20,2.2,Petrol,2010,31757,26487,Indiranagar
Divya Patel,Toyota,City,1.8,Petrol,1993,123549,3349,Yelahanka
Kavya Choudhary,Kia,i20,2.2,Hybrid,2018,52145,47910,Indiranagar
Divya Patel,Kia,i20,1.8,Hybrid,2019,25970,54149,Jayanagar
Divya Patel,Kia,Innova,1,Hybrid,1990,192149,1120,Hebbal
Aishwarya Pillai,Hyundai,Seltos,1,Petrol,1995,197969,1069,Hebbal
Ananya Verma,Hyundai,Swift,1.6,Hybrid,1995,131479,4069,Basavanagudi
Sneha Kumar,Kia,City,2.2,Petrol,1990,216104,1548,Whitefield
Rohit Dutta,Mahindra,Harrier,2,Petrol,2016,37724,25045,Indiranagar
Aishwarya Gupta,Tata,City,1.2,Petrol,1987,213051,696,Yelahanka
Neha Dutta,Tata,Nexon,1.8,Hybrid,1998,67990,8773,Basavanagudi
Vivek Nair,Hyundai,Seltos,1.4,Diesel,2020,29792,25352,Indiranagar
Kiran Verma,Hyundai,Creta,1.2,Petrol,2000,109412,3380,Jayanagar
Kiran Reddy,Hyundai,i20,1,Hybrid,2016,63804,17168,Jayanagar
Sneha Patel,Tata,City,2,Diesel,2015,48338,27213,Jayanagar
Vivek Choudhary,Honda,Nexon,1.4,Hybrid,1995,293942,728,Koramangala
Sanjay Menon,Hyundai,City,1.8,Hybrid,2000,143341,5740,Yelahanka
Sneha Dutta,Honda,Swift,1.4,Petrol,2012,41236,18710,Rajajinagar
Meera Kumar,Mahindra,City,4,Petrol,2017,47185,56813,Malleswaram
Pooja Dutta,Mahindra,Swift,1.2,Petrol,2008,98213,6258,HSR Layout
Pooja Sharma,Mahindra,Baleno,1,Petrol,1988,212965,851,Koramangala
Manoj Rao,Honda,Seltos,1,Petrol,2005,98733,5395,Jayanagar
Shalini Verma,Honda,City,3,Petrol,2005,41170,18963,Hebbal
Shalini Dutta,Kia,Seltos,1.4,Hybrid,2007,51023,12098,Rajajinagar
Divya Verma,Mahindra,Swift,5,Petrol,2013,79063,58919,Whitefield
Sanjay Kumar,Hyundai,Swift,1.2,Petrol,1985,242470,466,Whitefield
Ananya Kumar,Kia,Nexon,1.8,Diesel,2012,97504,15176,Malleswaram
Divya Menon,Toyota,Swift,3,Petrol,2000,128178,10606,Whitefield
Kavya Kumar,Hyundai,Thar,1,Diesel,1999,113561,4259,Yelahanka
Kiran Krishnan,Kia,Baleno,1.8,Diesel,2010,60520,18093,Koramangala
Rohit Mehta,Toyota,City,1.4,Petrol,2013,64091,12261,Jayanagar
Kavya Choudhary,Toyota,Harrier,1,Hybrid,1987,255656,672,Yelahanka
Ajay Singh,Toyota,Thar,2,Diesel,1997,93324,6407,Basavanagudi
Shalini Bhatia,Hyundai,Seltos,2.6,Petrol,2017,16077,64922,Koramangala
Kiran Verma,Maruti,Creta,1.4,Hybrid,2010,78204,10678,Jayanagar
Ravi Joshi,Kia,i20,1.8,Hybrid,1988,214125,1408,Hebbal
Rohit Patel,Toyota,Seltos,2,Petrol,1997,110910,4302,Whitefield
Kavya Deshmukh,Mahindra,i20,1.4,Petrol,2013,64862,17079,Malleswaram
Pooja Patel,Maruti,Creta,1,Petrol,2019,19153,19744,Jayanagar
Priya Joshi,Honda,Harrier,2,Diesel,2007,53808,13078,Koramangala
Meera Gupta,Mahindra,i20,1.2,Petrol,2019,13616,22286,Basavanagudi
Pooja Patel,Hyundai,Baleno,2,Diesel,1989,87706,3703,Rajajinagar
Kiran Rao,Honda,Baleno,2.2,Petrol,1993,226402,1723,Hebbal
Deepak Mehta,Maruti,Seltos,2.6,Petrol,2007,103858,18947,Yelahanka
Ravi Deshmukh,Honda,Harrier,4,Petrol,2008,107278,20685,HSR Layout
Shalini Singh,Maruti,Thar,2,Diesel,2012,102733,16266,Jayanagar
Ravi Bhatia,Honda,Seltos,1.6,Petrol,2015,67289,14666,Malleswaram
Meera Deshmukh,Mahindra,Baleno,1.4,Diesel,1993,302385,674,HSR Layout
Sanjay Rao,Hyundai,City,1.6,Petrol,1999,108560,3771,Jayanagar
Ananya Choudhary,Hyundai,Innova,3,Petrol,1990,46045,14446,Whitefield
Sneha Mishra,Mahindra,Creta,1.4,Hybrid,2001,136047,5737,Rajajinagar
Manoj Reddy,Kia,Nexon,2,Diesel,2003,40121,12855,Basavanagudi
Suresh Menon,Hyundai,Harrier,2,Diesel,2017,36239,33452,Koramangala
Ananya Gupta,Mahindra,Seltos,1.2,Petrol,2005,31245,8155,Yelahanka
Aishwarya Deshmukh,Toyota,Swift,2.4,Hybrid,2014,47757,39388,Malleswaram
Kavya Kumar,Honda,Creta,1.8,Hybrid,1987,40279,4792,Hebbal
Deepak Reddy,Hyundai,i20,1.4,Hybrid,1995,169784,2915,Basavanagudi
Arjun Patel,Hyundai,Harrier,1.2,Petrol,1994,208081,1002,Koramangala
Sneha Singh,Kia,Innova,2.4,Petrol,2003,112482,11041,Whitefield
Rohit Mishra,Toyota,i20,1.4,Petrol,2010,34988,11720,Jayanagar
Shalini Patel,Honda,Thar,1.4,Petrol,2006,108728,5618,Jayanagar
Meera Krishnan,Mahindra,Creta,2,Petrol,1990,177197,2180,Malleswaram
Manoj Reddy,Honda,Innova,1.8,Diesel,1995,74856,4856,Rajajinagar
Deepak Pillai,Kia,Baleno,1.2,Petrol,2013,35728,13195,HSR Layout
Suresh Mehta,Toyota,i20,1.4,Petrol,2015,19193,18360,Basavanagudi
Kavya Patel,Mahindra,Baleno,2,Diesel,2012,68222,20719,Whitefield
Manoj Mehta,Mahindra,Baleno,1.4,Petrol,1992,243554,687,Rajajinagar
Pooja Rao,Honda,Seltos,1.6,Diesel,2007,86267,11737,Whitefield
Deepak Verma,Hyundai,City,1.6,Hybrid,1989,149464,2001,Rajajinagar
Sneha Choudhary,Mahindra,i20,1.4,Petrol,2008,38919,10021,Basavanagudi
Aishwarya Patel,Mahindra,Creta,1.8,Petrol,1999,171231,2874,Whitefield
Sanjay Reddy,Maruti,City,1,Petrol,1997,81396,3092,Jayanagar
Priya Choudhary,Honda,Innova,3,Petrol,2003,166120,6646,Whitefield
Meera Pillai,Maruti,Seltos,2,Diesel,2013,42081,28939,Yelahanka
Ravi Verma,Mahindra,Nexon,1.4,Petrol,2014,28881,22986,Yelahanka
Sanjay Menon,Toyota,Seltos,1.8,Petrol,2012,49380,20185,Rajajinagar
Shalini Verma,Mahindra,Nexon,1.8,Diesel,2001,166496,4234,Basavanagudi
Manoj Nair,Hyundai,i20,1.2,Petrol,2017,43072,19092,Jayanagar
Kiran Patel,Tata,i20,1.4,Diesel,2013,64562,17968,HSR Layout
Ananya Patel,Mahindra,Baleno,4.4,Petrol,2019,13393,123290,Rajajinagar
Aishwarya Mehta,Mahindra,City,2.4,Diesel,2002,128015,8357,HSR Layout
Pooja Dutta,Tata,Harrier,1,Hybrid,2021,18851,40819,Jayanagar
Neha Gupta,Tata,Nexon,1.4,Diesel,2001,139671,4918,Rajajinagar
Vivek Menon,Maruti,Nexon,1.2,Petrol,1992,173564,1184,Rajajinagar
Ravi Nair,Tata,Harrier,2,Petrol,2004,142777,6669,HSR Layout
Neha Singh,Kia,i20,4.4,Petrol,2018,23699,109025,Indiranagar
Rohit Patel,Kia,City,1.4,Diesel,2010,61313,15026,Koramangala
Divya Dutta,Toyota,City,1,Petrol,2009,129820,4933,Koramangala
Ajay Choudhary,Hyundai,Harrier,1.8,Diesel,2017,48397,31154,Whitefield
Sneha Singh,Mahindra,Harrier,1.4,Petrol,2002,177030,2947,Rajajinagar
Pooja Gupta,Mahindra,Baleno,1.6,Diesel,2014,41249,23777,Malleswaram
Aishwarya Rao,Kia,Harrier,1,Petrol,2005,129318,4280,Rajajinagar
Suresh Gupta,Maruti,Nexon,1.2,Hybrid,2000,193496,2363,Koramangala
Priya Menon,Mahindra,Seltos,1.4,Petrol,2021,8514,28256,Basavanagudi
Pooja Verma,Tata,Innova,2.4,Hybrid,1999,151886,6799,Koramangala
Neha Mishra,Kia,Swift,1.2,Diesel,2007,54293,10099,Jayanagar
Rohit Kumar,Maruti,City,3,Petrol,2012,82536,24272,Rajajinagar
Ravi Dutta,Tata,Nexon,1.4,Petrol,1996,198205,1350,Whitefield
Neha Nair,Honda,Thar,1.8,Petrol,1995,186863,1925,Jayanagar
Sanjay Krishnan,Kia,Seltos,4.4,Petrol,2006,105572,28672,Koramangala
Rohit Verma,Kia,Thar,2,Diesel,2012,56578,15112,Yelahanka
Rohit Bhatia,Hyundai,Innova,5,Petrol,1993,164987,8019,Basavanagudi
Ananya Mishra,Tata,Baleno,2,Diesel,2012,67631,19688,Basavanagudi
Suresh Rao,Honda,Swift,4,Petrol,1990,197985,2966,Malleswaram
Meera Sharma,Maruti,Innova,1.4,Petrol,2013,67212,16816,HSR Layout
Priya Pillai,Maruti,Harrier,1.2,Petrol,2016,49507,18060,Malleswaram
Ravi Gupta,Tata,Thar,1.6,Hybrid,2011,79263,14754,Hebbal
Vivek Bhatia,Toyota,Thar,5,Petrol,2012,52101,65820,Basavanagudi
Kavya Krishnan,Honda,Swift,2.2,Petrol,2007,109829,12872,Hebbal
Meera Kumar,Toyota,City,1.6,Diesel,2000,156266,4067,Yelahanka
Kavya Dutta,Hyundai,Seltos,2,Petrol,1984,289232,322,Koramangala
Sneha Deshmukh,Mahindra,Harrier,1.2,Petrol,2006,79149,6434,Basavanagudi
Manoj Singh,Mahindra,i20,1.4,Petrol,2002,131617,3516,Hebbal
Manoj Iyer,Kia,Baleno,1.8,Diesel,1985,139639,1817,Yelahanka
Rohit Mehta,Maruti,Seltos,2,Diesel,1990,158383,2423,Rajajinagar
Priya Verma,Mahindra,Swift,2,Diesel,2011,70845,18028,Yelahanka
Sanjay Sharma,Hyundai,Nexon,1.8,Hybrid,1990,202187,2103,HSR Layout
Kiran Nair,Honda,Harrier,1.8,Petrol,2003,86553,8657,HSR Layout
Deepak Singh,Mahindra,Thar,1.6,Petrol,1991,219227,880,Hebbal
Pooja Krishnan,Maruti,Creta,1.4,Diesel,1991,177425,1481,Malleswaram
Ravi Reddy,Maruti,i20,1.4,Petrol,1987,367929,150,Jayanagar
Arjun Iyer,Maruti,Innova,1,Petrol,2001,120073,4411,Rajajinagar
Ravi Pillai,Maruti,Nexon,1.6,Diesel,1996,159596,3201,Malleswaram
Ravi Menon,Toyota,Baleno,1.8,Hybrid,2015,31906,34108,Yelahanka
Shalini Mehta,Tata,Baleno,1.6,Petrol,2006,97240,7758,Rajajinagar
Suresh Mehta,Toyota,i20,1.8,Petrol,2007,17858,14600,Koramangala
Kavya Iyer,Toyota,Innova,2,Diesel,2008,70752,14905,Rajajinagar
Ajay Pillai,Tata,Harrier,1,Hybrid,1997,172227,2121,Jayanagar
Neha Gupta,Hyundai,Swift,2.2,Petrol,1992,115553,4102,Basavanagudi
Kiran Kumar,Honda,Innova,1.4,Petrol,2008,79249,8952,Whitefield
Meera Mishra,Kia,Harrier,1.4,Diesel,2016,44149,26382,Hebbal
Suresh Gupta,Toyota,Harrier,1.6,Diesel,2002,120559,4416,Hebbal
Kavya Singh,Hyundai,Seltos,1.4,Petrol,2017,32716,18939,Whitefield
Sneha Verma,Maruti,Nexon,2.4,Hybrid,2014,54467,37770,Whitefield
Ravi Menon,Tata,Baleno,2,Petrol,2007,68196,9561,Rajajinagar
Neha Mehta,Maruti,Nexon,4,Petrol,2008,90960,27587,Indiranagar
Arjun Menon,Toyota,Harrier,2,Petrol,2005,87573,10257,Whitefield
Ajay Gupta,Kia,Baleno,2,Petrol,2003,56251,11183,Indiranagar
Divya Mehta,Toyota,Baleno,1.2,Petrol,2008,68419,7905,Koramangala
Shalini Mehta,Mahindra,Creta,1.6,Diesel,1999,148738,4047,Malleswaram
Aishwarya Joshi,Mahindra,Thar,3.5,Petrol,2013,75951,59572,Koramangala
